page,date,description_raw,amount,balance,balance_ok,description_clean,statement_id,bank
1,2026-06-11,CARD PURCHASE BMC GEORGIA POWE ELEPAY BMC GEORGIA POWER NORC PRETORIA 11 JUN,-456.75,10773.31,True,bmc georgia powe elepay bmc georgia power norc pretoria,STMT005,karoo
1,2026-06-11,POS PURCHASE AMAZON PRIME TR AMZN COM 8551*7298 11 JUN,-224.9,10548.41,True,amazon prime tr amzn com,STMT005,karoo
1,2026-06-12,SPOTIFY 2385*4609,-153.74,10394.67,True,spotify,STMT005,karoo
1,2026-06-12,POS PURCHASE MEDIRITE PHARMACY MEMBERSHIP 5181*4703 12 JUN,-379.62,10015.05,True,medirite pharmacy membership,STMT005,karoo
1,2026-06-13,CARD PURCHASE DEAR DONUT MAN,-237.36,9777.69,True,dear donut man,STMT005,karoo
1,2026-06-13,CARD PURCHASE TOTALENERGIES 2132*3923,-165.86,9611.83,True,totalenergies,STMT005,karoo
2,2026-06-13,STAR FOOD LOVERS MARKET,-341.4,9270.43,True,star food lovers market,STMT005,karoo
2,2026-06-14,GROVE MARKET PERSEVERANCE AUSTIN,-287.93,8982.5,True,grove market perseverance austin,STMT005,karoo
2,2026-06-14,CARD PURCHASE SHELL ROCHESTER,-372.46,8610.04,True,shell rochester,STMT005,karoo
2,2026-06-14,CARD PURCHASE MUGG BEAN BLOEMFONTEIN,-240.67,8369.37,True,mugg bean bloemfontein,STMT005,karoo
2,2026-06-16,CARD PURCHASE CHECKERS ROSEBANK 2185*2642,-159.96,8209.41,True,checkers rosebank,STMT005,karoo
2,2026-06-16,POS PURCHASE BP JEFF RANDBURG 6822*7268,-574.05,7635.36,True,bp jeff randburg,STMT005,karoo
2,2026-06-17,POS PURCHASE WOOLWORTHS FOOD BLOEMFONTEIN 3278*4420,-1021.17,6614.19,True,woolworths food bloemfontein,STMT005,karoo
2,2026-06-17,POS PURCHASE BP FLORENCE,-905.14,5709.05,True,bp florence,STMT005,karoo
2,2026-06-18,CARD PURCHASE PIZZA HUT,-392.13,5316.92,True,pizza hut,STMT005,karoo
2,2026-06-19,ASTRON ENERGY SANDTON,-1179.54,4137.38,True,astron energy sandton,STMT005,karoo
2,2026-06-19,CARD PURCHASE BRUSTERS ICE CREA CENTURION 9826*9445,-246.13,3891.25,True,brusters ice crea centurion,STMT005,karoo
2,2026-06-20,POS PURCHASE CHECKERS MIDDLEBR KNOXVILLE PIN ROSEBANK 9939*8902,-80.99,3810.26,True,checkers middlebr knoxville pin rosebank,STMT005,karoo
2,2026-06-21,POS PURCHASE ROYAL FARMS OCEAN CITY 6965*8985 21 JUN,-1049.92,2760.34,True,royal farms ocean city,STMT005,karoo
2,2026-06-21,POS PURCHASE APPLE MUSIC,-217.06,2543.28,True,apple music,STMT005,karoo
2,2026-06-21,POS PURCHASE STEAMGAMES COM 21 JUN,-158.33,2384.95,True,steamgames com,STMT005,karoo
2,2026-06-22,POS PURCHASE FUEL TIME CAPE TOWN 22 JUN,-281.0,2103.95,True,fuel time cape town,STMT005,karoo
2,2026-06-22,CARD PURCHASE ATM FEE CENTURION 5150*2889,-47.42,2056.53,True,atm fee centurion,STMT005,karoo
2,2026-06-23,POS PURCHASE CREDITNINJA SANDTON 5324*7297,-714.3,1342.23,True,creditninja sandton,STMT005,karoo
2,2026-06-23,POS PURCHASE CHECKERS 9313*3584 23 JUN,-704.85,637.38,True,checkers,STMT005,karoo
2,2026-06-24,POS PURCHASE WOOLWORTHS FOOD MARION OHUS 24 JUN,-265.3,372.08,True,woolworths food marion ohus,STMT005,karoo
2,2026-06-24,ASTRON ENERGY SERVICE STATIGREEN BAY WIUS 7009*8839 24 JUN,-506.99,-134.91,True,astron energy service statigreen bay wius,STMT005,karoo
2,2026-06-24,CARD PURCHASE PETERSBURG FOOD MARKET,-437.04,-571.95,True,petersburg food market,STMT005,karoo
2,2026-06-24,POS PURCHASE MCDONALDS MELBOURNE 24 JUN,-380.23,-952.18,True,mcdonalds melbourne,STMT005,karoo
2,2026-06-24,POS PURCHASE CHECKERS FLUSHING 9064*4463,-106.08,-1058.26,True,checkers flushing,STMT005,karoo
2,2026-06-25,SALARY ACACIA LOGISTICS,21200.0,20141.74,True,salary acacia logistics,STMT005,karoo
2,2026-06-26,TRANSFER TO SAVINGS,-2700.0,17441.74,True,transfer savings,STMT005,karoo
2,2026-06-28,POS PURCHASE MCDONALDS MIDRAND,-339.59,17102.15,True,mcdonalds midrand,STMT005,karoo
2,2026-06-28,POS PURCHASE FOOD LION FOOD LION VIRGINIABEACH 1450*1513,-481.81,16620.34,True,food lion food lion virginiabeach,STMT005,karoo
2,2026-06-29,SAAB PETROLEUM 9577*4352 29 JUN,-97.46,16522.88,True,saab petroleum,STMT005,karoo
2,2026-06-29,POS PURCHASE CHECKERS,-1206.39,15316.49,True,checkers,STMT005,karoo
2,2026-06-30,POS PURCHASE CONOCO QUICK SHOP,-206.07,15110.42,True,conoco quick shop,STMT005,karoo
2,2026-06-30,POS PURCHASE MICROSOFT DURBAN,-144.12,14966.3,True,microsoft durban,STMT005,karoo
2,2026-06-30,MONTHLY ACCOUNT FEE,-65.0,14901.3,True,monthly account fee,STMT005,karoo
2,2026-06-30,CARD PURCHASE CHECKERS COM 5218*8457,-329.63,14571.67,True,checkers com,STMT005,karoo
1,2026-04-02,DEBIT ORDER SCHOOL FEES DEPT EDUC MENLYN 7513*1696,-1003.22,14833.75,True,school fees dept educ menlyn,STMT006,highveld
1,2026-04-03,POS PURCHASE SASOL LENEXA KSUS REF POLOKWANE,-207.31,14626.44,True,sasol lenexa ksus ref polokwane,STMT006,highveld
1,2026-04-03,POS PURCHASE PUBLIX SNELLVILLE PRETORIA 03 APR,-170.48,14455.96,True,publix snellville pretoria,STMT006,highveld
1,2026-04-04,CHECKERS PROSPER CAPE TOWN,-673.38,13782.58,True,checkers prosper cape town,STMT006,highveld
1,2026-04-05,EFT PAYMENT VIRGIN ACTIVE SCRIPT ROSEBANK,-764.51,13018.07,True,virgin active script rosebank,STMT006,highveld
1,2026-04-06,POS PURCHASE TOTALENERGIES HUNTINGDO JOHANNESBURG 06 APR,-1278.57,11739.5,True,totalenergies huntingdo johannesburg,STMT006,highveld
1,2026-04-06,MAGTAPE DEBIT DIRECT EKURHULENI ELECTRICITY JACQUAYLA HARRIS,-485.28,11254.22,True,direct ekurhuleni electricity jacquayla harris,STMT006,highveld
1,2026-04-08,CARD PURCHASE BP 5069*1049,-317.37,10936.85,True,bp,STMT006,highveld
1,2026-04-08,POS PURCHASE TWITCH INTERACTIVE CAUS,-53.59,10883.26,True,twitch interactive caus,STMT006,highveld
1,2026-04-08,KRISPY KREME,-40.6,10842.66,True,krispy kreme,STMT006,highveld
1,2026-04-08,POS PURCHASE FOREIGN EXCHANGE RATE ADJUSTMENT FEE ZETTLE,-54.15,10788.51,True,foreign exchange rate adjustment fee zettle,STMT006,highveld
1,2026-04-08,POS PURCHASE CHECKERS PRETORIA 4079*3382,-462.25,10326.26,True,checkers pretoria,STMT006,highveld
1,2026-04-09,POS PURCHASE GULF GROSVENORDA NORTH GROSVEN,-1150.13,9176.13,True,gulf grosvenorda north grosven,STMT006,highveld
1,2026-04-09,CARD PURCHASE VIRGIN ACTIVE CONSULTATION 5621*3574,-83.86,9092.27,True,virgin active consultation,STMT006,highveld
1,2026-04-10,POS PURCHASE MONTESSORI PRE SCHOOL,-979.08,8113.19,True,montessori pre school,STMT006,highveld
1,2026-04-13,POS PURCHASE WOOLWORTHS FOOD,-263.55,7849.64,True,woolworths food,STMT006,highveld
1,2026-04-13,POS PURCHASE CHECKERS OUTLET,-721.26,7128.38,True,checkers outlet,STMT006,highveld
1,2026-04-14,POS PURCHASE MONTESSORI PRE SCHOOL REGISTRATION 5109*5107,-759.03,6369.35,True,montessori pre school registration,STMT006,highveld
1,2026-04-14,POS PURCHASE KWIK 1560*3915,-113.49,6255.86,True,kwik,STMT006,highveld
1,2026-04-16,NETWORK ATM FEE HUBBELL AVE MOINES JOHANNESBURG 3021*8279,-96.96,6158.9,True,network atm fee hubbell ave moines johannesburg,STMT006,highveld
1,2026-04-16,POS PURCHASE ASTRON ENERGY GAS HATFIELD 8768*2930,-352.11,5806.79,True,astron energy gas hatfield,STMT006,highveld
1,2026-04-17,CARD PURCHASE CELL PREPAID 17 APR,-395.46,5411.33,True,cell prepaid,STMT006,highveld
1,2026-04-18,CARD PURCHASE MCDONALDS MESA CENTURION 4506*8297,-324.69,5086.64,True,mcdonalds mesa centurion,STMT006,highveld
1,2026-04-18,CARD PURCHASE SEATTLE COFFEE 18 APR,-37.2,5049.44,True,seattle coffee,STMT006,highveld
1,2026-04-19,POS PURCHASE NANDOS MIDRAND 8113*6567 19 APR,-291.2,4758.24,True,nandos midrand,STMT006,highveld
1,2026-04-20,CARD PURCHASE WOOLWORTHS RANDBURG 9835*1929,-767.43,3990.81,True,woolworths randburg,STMT006,highveld
1,2026-04-20,TOTALENERGIES 1935*9314,-383.23,3607.58,True,totalenergies,STMT006,highveld
1,2026-04-21,POS PURCHASE FAMILY 1457*2037,-584.05,3023.53,True,family,STMT006,highveld
1,2026-04-22,CARD PURCHASE SCOOTER COFFEE 22 APR,-210.91,2812.62,True,scooter coffee,STMT006,highveld
1,2026-04-23,FSI EKURHULENI ELECTRICITY LOCAL 3543*1538,-275.59,2537.03,True,fsi ekurhuleni electricity local,STMT006,highveld
1,2026-04-23,BP CSI CSI BONNEY LAKE SANDTON 5735*8440,-142.83,2394.2,True,bp csi csi bonney lake sandton,STMT006,highveld
2,2026-04-25,SALARY BLUE CRANE SYSTEMS,20300.0,22694.2,True,salary blue crane systems,STMT006,highveld
2,2026-04-25,ST MARKET FLINT 5777*5442,-97.85,22596.35,True,st market flint,STMT006,highveld
2,2026-04-26,POS PURCHASE TOTALENERGIES TUSCALOOSA POLOKWANE 7047*2445,-1211.67,21384.68,True,totalenergies tuscaloosa polokwane,STMT006,highveld
2,2026-04-26,POS PURCHASE CHICKEN LICKEN CREDIT,-85.53,21299.15,True,chicken licken credit,STMT006,highveld
2,2026-04-27,SPUR PORT RICHEY 27 APR,-314.78,20984.37,True,spur port richey,STMT006,highveld
2,2026-04-27,POS PURCHASE COURTESY PAY FEE 2203*4879 27 APR,-284.13,20700.24,True,courtesy pay fee,STMT006,highveld
2,2026-04-28,CARD PURCHASE MCDONALDS HEWITT 2149*4758 28 APR,-168.54,20531.7,True,mcdonalds hewitt,STMT006,highveld
2,2026-04-29,POS PURCHASE PIZZA HUT JOHANNESBURG 4902*7210 29 APR,-294.57,20237.13,True,pizza hut johannesburg,STMT006,highveld
2,2026-04-29,CARD PURCHASE RALPHS SANTA 8152*6262 29 APR,-90.63,20146.5,True,ralphs santa,STMT006,highveld
2,2026-04-29,CARD PURCHASE WITHDRWL PHILLIPS FOO JOHANNESBURG FEE,-176.03,19970.47,True,withdrwl phillips foo johannesburg fee,STMT006,highveld
2,2026-04-30,MONTHLY ACCOUNT FEE,-75.0,19895.47,True,monthly account fee,STMT006,highveld
2,2026-04-30,CARD PURCHASE VSA PUR ASTRON ENERGY INDIANA 5788*1851 30 APR,-519.5,19375.97,True,vsa pur astron energy indiana,STMT006,highveld
2,2026-04-30,POS PURCHASE ENGEN SANDTON 9420*7123,-851.0,18524.97,True,engen sandton,STMT006,highveld
1,2026-06-01,CARD PURCHASE STEAMGAMES COM MIDRAND 7295*3277,-172.18,22022.46,True,steamgames com midrand,STMT007,protea
1,2026-06-02,HARDEES MONTGOMERY 6655*6786,-95.95,21926.51,True,hardees montgomery,STMT007,protea
1,2026-06-02,INTERNET PMT TO MEDIRITE PHARMACY,-1954.27,19972.24,True,medirite pharmacy,STMT007,protea
1,2026-06-03,MAGTAPE DEBIT AMPATH LAB SOWETO 2563*2668,-1035.09,18937.15,True,ampath lab soweto,STMT007,protea
1,2026-06-03,POS PURCHASE AMPATH LAB SCRIPT,-109.11,18828.04,True,ampath lab script,STMT007,protea
1,2026-06-04,MAGTAPE DEBIT ESKOM,-289.09,18538.95,True,eskom,STMT007,protea
1,2026-06-04,SASOL 4953*8384 04 JUN,-744.82,17794.13,True,sasol,STMT007,protea
1,2026-06-05,CARD PURCHASE ALBERTSONS SANDTON 7907*7496 05 JUN,-3162.45,14631.68,True,albertsons sandton,STMT007,protea
1,2026-06-06,POS PURCHASE ENGEN ANDERSON MIDRAND 7760*4218,-201.0,14430.68,True,engen anderson midrand,STMT007,protea
1,2026-06-06,CARD PURCHASE BIG BOY DELHI RANDBURG 4289*2177,-123.3,14307.38,True,big boy delhi randburg,STMT007,protea
1,2026-06-07,CARD PURCHASE MUGG BEAN CANTON DURBAN 7470*3168,-62.94,14244.44,True,mugg bean canton durban,STMT007,protea
1,2026-06-09,CHECKERS HYPER SUP 5612*5301,-375.48,13868.96,True,checkers hyper sup,STMT007,protea
1,2026-06-10,CARD PURCHASE WOOLWORTHS,-664.89,13204.07,True,woolworths,STMT007,protea
1,2026-06-10,POS PURCHASE DDA INGLES GAS EXP LIBERTY PRETORIA,-1535.19,11668.88,True,dda ingles gas exp liberty pretoria,STMT007,protea
1,2026-06-12,POS PURCHASE PICK PAY,-1636.73,10032.15,True,pick pay,STMT007,protea
1,2026-06-12,POS PURCHASE PUBLIX SNELLVILLE,-93.13,9939.02,True,publix snellville,STMT007,protea
1,2026-06-13,POS PURCHASE GIFT SHOP GASTONIA HATFIELD 4079*9679 13 JUN,-154.62,9784.4,True,gift shop gastonia hatfield,STMT007,protea
1,2026-06-13,CARD PURCHASE BP TYRON TYRONE MENLYN,-270.43,9513.97,True,bp tyron tyrone menlyn,STMT007,protea
1,2026-06-14,POS PURCHASE CHECKERS FLAGSTAFF,-278.17,9235.8,True,checkers flagstaff,STMT007,protea
1,2026-06-15,STOP SHOP 7454*1542,-155.73,9080.07,True,stop shop,STMT007,protea
1,2026-06-15,CARD PURCHASE CHICKEN LICKEN GRANITEVILLE,-75.53,9004.54,True,chicken licken graniteville,STMT007,protea
1,2026-06-16,POS PURCHASE PIN PICK PAY SUP SANDTON VUS,-503.19,8501.35,True,pin pick pay sup sandton vus,STMT007,protea
1,2026-06-16,POS PURCHASE PUBLIX SNELLVILLE 16 JUN,-98.75,8402.6,True,publix snellville,STMT007,protea
1,2026-06-19,KFC SPRING HILL,-201.79,8200.81,True,kfc spring hill,STMT007,protea
1,2026-06-19,MONTHLY MAINTENANCE FEE 1534*8506,-184.99,8015.82,True,monthly maintenance fee,STMT007,protea
1,2026-06-19,CARD PURCHASE MONTHLY MAINTENANCE FEE 3011*2756 19 JUN,-117.06,7898.76,True,monthly maintenance fee,STMT007,protea
1,2026-06-19,MICROSOFT SUBSCRIPTION DURBAN 7640*8515 19 JUN,-236.22,7662.54,True,microsoft subscription durban,STMT007,protea
1,2026-06-20,MCDONALDS DURBAN 7415*3026,-457.66,7204.88,True,mcdonalds durban,STMT007,protea
1,2026-06-21,POS PURCHASE MONTHLY MAINTENANCE FEE 3030*8307 21 JUN,-138.88,7066.0,True,monthly maintenance fee,STMT007,protea
1,2026-06-21,POS PURCHASE DRESS DRESS LE MERRIAM CKCD,-155.51,6910.49,True,dress dress le merriam ckcd,STMT007,protea
1,2026-06-22,POS PURCHASE DDA CHECKERS HYPER SUP CENTRAL 6380*9831,-2946.34,3964.15,True,dda checkers hyper sup central,STMT007,protea
1,2026-06-22,VILLAGE MARKET 8398*1965,-169.36,3794.79,True,village market,STMT007,protea
1,2026-06-22,CARD PURCHASE SPUR ATLANTAGA 9106*3123,-120.05,3674.74,True,spur atlantaga,STMT007,protea
1,2026-06-22,POS PURCHASE SHELL OUTSIDE RANDBURG 22 JUN,-437.57,3237.17,True,shell outside randburg,STMT007,protea
1,2026-06-22,POS PURCHASE SPAR SUPER CE MILTON,-1155.48,2081.69,True,spar super ce milton,STMT007,protea
1,2026-06-23,POS PURCHASE BRAUMS STORE SHERMAN HATFIELD 6225*5294,-43.39,2038.3,True,braums store sherman hatfield,STMT007,protea
1,2026-06-24,POS PURCHASE ATM FEE 4045*7722,-47.42,1990.88,True,atm fee,STMT007,protea
2,2026-06-25,POS PURCHASE SASOL 3235*3774 25 JUN,-317.37,1673.51,True,sasol,STMT007,protea
2,2026-06-25,ROMANS PIZZA PORTE,-91.15,1582.36,True,romans pizza porte,STMT007,protea
2,2026-06-25,SALARY MOTSWEDI HOLDINGS,24600.0,26182.36,True,salary motswedi holdings,STMT007,protea
2,2026-06-26,TRANSFER TO SAVINGS,-800.0,25382.36,True,transfer savings,STMT007,protea
2,2026-06-27,POS PURCHASE FEE INSTANT ISSUE FEE 9077*5669,-162.62,25219.74,True,fee instant issue fee,STMT007,protea
2,2026-06-28,WOOLWORTHS FOOD ROSEBANK 6391*4825,-510.34,24709.4,True,woolworths food rosebank,STMT007,protea
2,2026-06-28,MONTHLY MAINTENANCE FEE MENLYN 3694*7098,-117.06,24592.34,True,monthly maintenance fee menlyn,STMT007,protea
2,2026-06-30,POS PURCHASE NORTHSIDE MARKET 30 JUN,-175.43,24416.91,True,northside market,STMT007,protea
2,2026-06-30,MONTHLY ACCOUNT FEE,-75.0,24341.91,True,monthly account fee,STMT007,protea
1,2026-07-01,STEERS TON RANDBURG,-71.45,14327.91,True,steers ton randburg,STMT008,karoo
1,2026-07-03,DEBIT ORDER EGOLI GAS BLOEMFONTEIN 6283*1005,-418.0,13909.91,True,egoli gas bloemfontein,STMT008,karoo
1,2026-07-03,SEATTLE COFFEE PUTMAN DATE,-77.11,13832.8,True,seattle coffee putman date,STMT008,karoo
1,2026-07-03,POS PURCHASE VIDA CAFFE 5750*8444,-55.61,13777.19,True,vida caffe,STMT008,karoo
1,2026-07-04,CARD PURCHASE STASH SUBSCRIPTION JOHANNESBURG NYUS 04 JUL,-46.62,13730.57,True,stash subscription johannesburg nyus,STMT008,karoo
1,2026-07-05,POS PURCHASE STARS CHERRY HILL 4423*1641,-276.23,13454.34,True,stars cherry hill,STMT008,karoo
1,2026-07-05,EFT PAYMENT SCHOOL FEES DEPT EDUC 9447*4957,-3599.29,9855.05,True,school fees dept educ,STMT008,karoo
1,2026-07-05,MAGTAPE DEBIT SCHOOL FEES DEPT EDUC DURBAN,-1725.75,8129.3,True,school fees dept educ durban,STMT008,karoo
1,2026-07-06,EFT PAYMENT VIRGIN ACTIVE DURBAN,-320.12,7809.18,True,virgin active durban,STMT008,karoo
1,2026-07-08,POS PURCHASE CHECKERS SOWETO,-664.89,7144.29,True,checkers soweto,STMT008,karoo
1,2026-07-09,POS PURCHASE CHECKERS 09 JUL,-719.47,6424.82,True,checkers,STMT008,karoo
1,2026-07-10,POS PURCHASE SEATTLE COFFEE,-130.99,6293.83,True,seattle coffee,STMT008,karoo
1,2026-07-11,CARD PURCHASE MLGW POLOKWANE 9712*9658,-332.62,5961.21,True,mlgw polokwane,STMT008,karoo
1,2026-07-11,SPAR,-530.84,5430.37,True,spar,STMT008,karoo
1,2026-07-11,POS PURCHASE STEAMGAMES COM,-146.73,5283.64,True,steamgames com,STMT008,karoo
1,2026-07-12,POS PURCHASE INTL FEE STARBUCKSKOREA SEOUL KR,-20.38,5263.26,True,intl fee starbuckskorea seoul kr,STMT008,karoo
1,2026-07-12,POS PURCHASE RALPHS REDONDO BEACH HAO POLOKWANE 1639*9878 12 JUL,-1302.44,3960.82,True,ralphs redondo beach hao polokwane,STMT008,karoo
1,2026-07-12,POS PURCHASE SHELL 5722*8798,-143.97,3816.85,True,shell,STMT008,karoo
1,2026-07-13,CARD PURCHASE STEERS BIG SPRING 2510*5208 13 JUL,-94.2,3722.65,True,steers big spring,STMT008,karoo
1,2026-07-14,POS PURCHASE MICROSOFT 14 JUL,-127.96,3594.69,True,microsoft,STMT008,karoo
1,2026-07-14,MCDONALDS PORTE MIDRAND 4796*2381 14 JUL,-142.87,3451.82,True,mcdonalds porte midrand,STMT008,karoo
1,2026-07-17,WOOLWORTHS FOOD COM 6489*9818,-367.17,3084.65,True,woolworths food com,STMT008,karoo
1,2026-07-17,POS PURCHASE ESKOM DATA BUNDLE 2939*6129 17 JUL,-369.08,2715.57,True,eskom data bundle,STMT008,karoo
1,2026-07-19,POS PURCHASE DOLLARTREE OAK PARK 1463*4680 19 JUL,-178.32,2537.25,True,dollartree oak park,STMT008,karoo
1,2026-07-19,CARD PURCHASE BOXER SUP MONTGOMERY 19 JUL,-784.19,1753.06,True,boxer sup montgomery,STMT008,karoo
1,2026-07-22,WIMPY GRAND BLANC MIDRAND 8450*2522 22 JUL,-25.9,1727.16,True,wimpy grand blanc midrand,STMT008,karoo
1,2026-07-23,TOTALENERGIES CENTURION 5928*5781,-229.68,1497.48,True,totalenergies centurion,STMT008,karoo
1,2026-07-25,POS PURCHASE SASOL SERVICE STAT 4668*1244,-427.25,1070.23,True,sasol service stat,STMT008,karoo
1,2026-07-25,SALARY IMPALA RETAIL GROUP,26900.0,27970.23,True,salary impala retail group,STMT008,karoo
1,2026-07-25,CARD PURCHASE WOOLWORTHS FOOD,-1571.11,26399.12,True,woolworths food,STMT008,karoo
1,2026-07-25,BURGER KING 9575*7173,-67.41,26331.71,True,burger king,STMT008,karoo
1,2026-07-26,TRANSFER TO SAVINGS,-2400.0,23931.71,True,transfer savings,STMT008,karoo
1,2026-07-26,POS PURCHASE VIRGIN ACTIVE SCRIPT 4147*3253 26 JUL,-2670.57,21261.14,True,virgin active script,STMT008,karoo
1,2026-07-26,RALPHS CANYON RIVERSIDE,-381.41,20879.73,True,ralphs canyon riverside,STMT008,karoo
1,2026-07-27,CARD PURCHASE GIANT FUEL 27 JUL,-1108.12,19771.61,True,giant fuel,STMT008,karoo
2,2026-07-27,PAPER STMT FEE JOHANNESBURG,-110.88,19660.73,True,paper stmt fee johannesburg,STMT008,karoo
2,2026-07-29,MONTESSORI PRE SCHOOL REGISTRATION MIDRAND 29 JUL,-4634.56,15026.17,True,montessori pre school registration midrand,STMT008,karoo
2,2026-07-30,POS PURCHASE ORTHODONTIC ASSOCIATES SHELBY,-1372.96,13653.21,True,orthodontic associates shelby,STMT008,karoo
2,2026-07-30,POS PURCHASE BILLPAY DEERFIELDBEACH,-743.82,12909.39,True,billpay deerfieldbeach,STMT008,karoo
2,2026-07-30,POS PURCHASE GOLDEN GATE PETR MONTROSE 9259*7406,-293.62,12615.77,True,golden gate petr montrose,STMT008,karoo
2,2026-07-31,POS PURCHASE KFC FORT WORTH 3367*9750,-222.61,12393.16,True,kfc fort worth,STMT008,karoo
2,2026-07-31,POS PURCHASE OVERDRAFT FEE POSTED CAPITAL AUTO DIRECTPAY 4052*5988,-396.56,11996.6,True,overdraft fee posted capital auto directpay,STMT008,karoo
2,2026-07-31,POS PURCHASE MONTHLY MAINTENANCE FEE 8491*7685 31 JUL,-117.06,11879.54,True,monthly maintenance fee,STMT008,karoo
2,2026-07-31,POS PURCHASE GRID MENLYN 4688*5640,-219.84,11659.7,True,grid menlyn,STMT008,karoo
2,2026-07-31,MONTHLY ACCOUNT FEE,-75.0,11584.7,True,monthly account fee,STMT008,karoo
1,2026-04-01,EFT PAYMENT MONTESSORI PRE SCHOOL TUITION 01 APR,-962.45,17169.29,True,montessori pre school tuition,STMT009,highveld
1,2026-04-01,CARD PURCHASE COURTESY PAY FEE,-284.13,16885.16,True,courtesy pay fee,STMT009,highveld
1,2026-04-02,DEBIT ORDER MEDIRITE PHARMACY SANDTON 6066*2801,-871.04,16014.12,True,medirite pharmacy sandton,STMT009,highveld
1,2026-04-02,POS PURCHASE EVERYDAY STOP RANDBURG 6586*6430 02 APR,-100.22,15913.9,True,everyday stop randburg,STMT009,highveld
1,2026-04-03,POS PURCHASE CHECKERS SANDTON,-1350.3,14563.6,True,checkers sandton,STMT009,highveld
1,2026-04-03,MAGTAPE DEBIT MEDIRITE PHARMACY SCRIPT SOWETO 03 APR,-448.93,14114.67,True,medirite pharmacy script soweto,STMT009,highveld
1,2026-04-03,CARD PURCHASE POSHMARK CENTURION,-489.1,13625.57,True,poshmark centurion,STMT009,highveld
1,2026-04-03,NORTHSIDE MARKET,-574.65,13050.92,True,northside market,STMT009,highveld
1,2026-04-04,CARD PURCHASE TRADER JOE TRADE LOS ES JOHANNESBURG,-401.69,12649.23,True,trader joe trade los es johannesburg,STMT009,highveld
1,2026-04-04,INTERNET PMT TO VIRGIN ACTIVE CONTRIBUTION POLOKWANE 5558*4196,-63.49,12585.74,True,virgin active contribution polokwane,STMT009,highveld
1,2026-04-06,EFT PAYMENT AMPATH LAB PRETORIA 2159*3515,-175.06,12410.68,True,ampath lab pretoria,STMT009,highveld
1,2026-04-06,POS PURCHASE WITHDRWL PHILLIPS FOO MIDRAND FEE,-176.03,12234.65,True,withdrwl phillips foo midrand fee,STMT009,highveld
1,2026-04-06,POS PURCHASE WENDYS HEMPSTEAD PRETORIA 5880*3579 06 APR,-247.68,11986.97,True,wendys hempstead pretoria,STMT009,highveld
1,2026-04-06,POS PURCHASE SPAR WEST PLAINS 6175*5093,-46.17,11940.8,True,spar west plains,STMT009,highveld
1,2026-04-06,CHECKERS COM MENLYN 6307*6567,-1183.92,10756.88,True,checkers com menlyn,STMT009,highveld
1,2026-04-07,CHECKERS COM 07 APR,-981.95,9774.93,True,checkers com,STMT009,highveld
1,2026-04-07,CARD PURCHASE DEBONAIRS PIZZA AMARILLO 5874*5696 07 APR,-32.22,9742.71,True,debonairs pizza amarillo,STMT009,highveld
1,2026-04-10,CHECKERS HYPER SUPER CE MILTON JOHANNESBURG 10 APR,-1006.92,8735.79,True,checkers hyper super ce milton johannesburg,STMT009,highveld
1,2026-04-10,MURPHY ATWALMART BOAZ 8207*9575,-427.25,8308.54,True,murphy atwalmart boaz,STMT009,highveld
1,2026-04-10,CARD PURCHASE MARKET COUNTYPANAMA CITY,-268.53,8040.01,True,market countypanama city,STMT009,highveld
1,2026-04-10,POS PURCHASE MR FOOD WENDYS POLOKWANE 4719*1123 10 APR,-344.63,7695.38,True,mr food wendys polokwane,STMT009,highveld
1,2026-04-11,CARD PURCHASE SEATTLE COFFEE STORE ORLANDO CENTURION 7882*8291,-99.38,7596.0,True,seattle coffee store orlando centurion,STMT009,highveld
1,2026-04-13,POS PURCHASE PRIZEPICKS,-130.99,7465.01,True,prizepicks,STMT009,highveld
1,2026-04-13,CARD PURCHASE CHK PURCH SIG TOTALENERGIES JACKSON 13 APR,-1140.58,6324.43,True,chk purch sig totalenergies jackson,STMT009,highveld
1,2026-04-14,POS PURCHASE TIME PM DATE CHECKERS SUPER CELEXINGTON 14 APR,-577.92,5746.51,True,time pm date checkers super celexington,STMT009,highveld
1,2026-04-15,CARD PURCHASE BUC EE ROBERTSDALE 15 APR,-425.71,5320.8,True,buc ee robertsdale,STMT009,highveld
1,2026-04-16,CARD PURCHASE CONOCO,-707.06,4613.74,True,conoco,STMT009,highveld
1,2026-04-16,POS PURCHASE PUBLIX SUPER GEO CONYERS PIN CENTURION 9520*8735,-602.63,4011.11,True,publix super geo conyers pin centurion,STMT009,highveld
1,2026-04-16,CARD PURCHASE WAL SPAR SUPER RANDBURG,-1059.53,2951.58,True,wal spar super randburg,STMT009,highveld
2,2026-04-17,CARD PURCHASE RALPHS CANYON RIVERSIDE CAPE TOWN 7943*4236 17 APR,-355.17,2596.41,True,ralphs canyon riverside cape town,STMT009,highveld
2,2026-04-17,POS PURCHASE PLAYSTATION NETWOR CENTURION 1826*9887 17 APR,-172.18,2424.23,True,playstation networ centurion,STMT009,highveld
2,2026-04-19,FRIENDLY GROCER HARDEEVILLE PIN SOWETO,-515.93,1908.3,True,friendly grocer hardeeville pin soweto,STMT009,highveld
2,2026-04-20,POS PURCHASE PUBLIX SNELLVILLE BLOEMFONTEIN 7325*7567,-93.13,1815.17,True,publix snellville bloemfontein,STMT009,highveld
